class,text
pos,"Question: recently I have been hyper-sensitive to different textures, does anyone know if this is a bipolar / lamotrigine thing??"
pos,Nicotine withdrawals #2DaysDown #ForeverToGo #headache #irritable #toomanyhashtags #makeitstop
pos,@tomd5000 god tell me about it I was a methotrexate and Humira they have me horrid side effects...I feel horrid today tho
pos,addicted to nicotine badly.
pos,@doctorchristian I take olanzapine and have a permanent dry mouth what can I do to help it
pos,@southkirk @PositiveAboutMS Thinking it might be the baclofen doing it.Only on a low dose though.Broken sleep is a nightmare.#MSFatigue
pos,its your third visit in 2 weeks for priapism and you're still taking trazodone @ERProblem
pos,@Eqinnastra all the time! I took trazodone last night and it really helped- but it was difficult to wake up :-/
pos,"04.46 day 23 rivaroxaban diary. Much better than yesterday. Still neck, back, hip, and leg aches but not so intense."
pos,Vyvanse and seroquel #TwoThingsThatDontMixWell
pos,"@pseudodeviant i clock in at 16 stone (added 1 stone since quetiapine) and according to that BMI thing I'm obese, which I'm clearly not."
pos,"@trainingwithra but #Humira has the after-sting, which is worse! Yuck. Reminds me, I need to go take my shot :) #rheum"
pos,@SDunn242 yup quetiapine. The normal dose at night whacks me out. I'd have been asleep til Friday on double
pos,"@BurberryWife sometimes it never ends. So sorry. Topomax is miserable with parasthesia, cognitive problems, kidney stones. Lamictal's good"
pos,"Me: Why have I been sectioned, what psychotic symptoms do I have? Psychiatrist: Dancing. I am now addicted to the antipsychotic olanzapine"
pos,"Got offered a seat on the tube this morning. Quetiapine, like pregnancy, but hungrier. #bipolarlifestylechoice"
pos,I think this Olanzapine makes me crazier.
pos,What! Nightmare made me jump awake! Not nice at all. Thought #quetiapine was supposed to keep me asleep through the night #psychosis #fail
pos,"one of the things i hate most about quetiapine is when i take it for the first few hours i slur my words, so people assume i'm merely drunk."
pos,@itwasntbay yeah when I take vyvanse any food just looks/sounds/tastes fucking disgusting
pos,I shouldn't tweet on vyvanse it's going to be extremely negative lol
pos,"I seem to need to sleep right now. Quetiapine takers, is this normal?"
pos,okay i took the seroquel and i am resisting the urge to vomit it up i feel disgusting but oH WELL GOOD TIMES GOOD VIBES DON'T BE SAD
pos,"@OUCH_UK didnt know Lamotrigine was addictive Stopped as didnt think were helping @clusterheads 3 days of hell before realized, back on now"
pos,Playing league while on vyvanse is too damn stressful. Back to public I go!
pos,I don't know whether my Vyvanse caused my caffeine addiction or caffeine caused my Vyvanse addiction.
pos,@mizbergy that's the hardest part: difficult to willingly self-inflict pain. #Humira #rheum
pos,"@_cimmy_ thanks! yes, after I was prescribed Cipro a few years ago, and it REALLY messed me up, I am quite wary of broad spectrum ones."
pos,Day 11 of #rwrunstreak completed. 1.32 miles of walking. Can't run even if I could because of Cipro. Also day 4 of mostly raw was good.
pos,Restless Leg Syndrome is bad tonight. Damn you fluoxetine.
pos,@DystoniaSociety I would like to know what everyone else's experience are of baclofen and clonazepam. Do they get dry nose / throat?
pos,"@whatkatie_did I'm certainly weird but it's quetiapine instead of crack, I can't get that on prescription."
pos,"Gotta find an alternative to Vyvanse, ASAP. I'd rather be sleepy & happy, than alert & depressed!"
pos,Day 4: The initial lamotrigine lethargy kicked in the day before exams. I tell myself that possible failure is better than possible death.
pos,Have any of you developed knee pain since starting Tysabri ? What helps with the problem ?
pos,@AquafarE The only things I know I'm allergic to are sulfa drugs and ciprofloxacin.
pos,Am I the only one that grinds the shit out of their teeth on vyvanse? #cantbetheonlyone #icouldstudyforfinalsidonthave
pos,"Medication side-affects have hit me hard today: I keep on randomly jolting or rocking, it is so bad I am finding it hard to type! #Seroquel"
pos,@DoctorChristian is my memory really bad due to 900mg seroquel and 120mg cymbalta or the bipolar itself? I'm not remembering conversations
pos,A big ol' fuck you to my doctor for not telling me a side effect of metoprolol was depression. Just wait until I see you Friday -.-
pos,"Does anyone on #tysabri get flu Iike symptoms, aches and pains, shivers a sweats I seem to get it about a week or so after I've had infusion"
pos,Extra Quetiapine and two Zopiclone still aren't helping me sleep. Head full of broken biscuits at 4am with horrid intrusive thoughts
pos,"@WarWraith I'm not even sure what to request. :/ Sertraline makes me sick now, Venlafaxine made me sick, Reboxetine and Citalopram useless"
pos,"@TweetNomDePlume SSRIs were great for me for ages, not working as well now. Thus Seroquel. I’m also on Clonazepam, makes me sleepy too."
pos,@thebeecharmer97 @wyrdotter @danadelany psssh didn't Levaquin make u hallucinate? Girl u best stay Away from shrooms lol
pos,@MTV When are you going to do True Life: I am addicted to Vyvanse?
pos,@GSXR1KBUSAKILLA but I switched to trazodone ... I was doing some crazy ish on Ambien smh not good lol
pos,waitt..Here it comes..The #seroquel is pulling me under..Also I now have the sudden urge to procure food.. #fmlimugly
pos,Ah the sting of the #Humira injection. How I've not missed thee. #Ankylosing #Spondylitisq #Ouch
pos,"@Sectioned_ @bipolarlife7 @BBCWomansHour ah yes, I'm starting to think my paroxetine turns panic attacks into fat."
pos,This higher dose of #cymbalta is making me extremely tired and anxious. Is this normal?
pos,I don't know whether my Vyvanse caused my caffeine addiction or caffeine caused my Vyvanse addiction.
pos,If this fuckin EMT looks at me one more time hes gonna feel the wrath of my vyvanse rage
pos,@AnitaAlibi Paxil didn't end up helping. Tried Prozac and Wellbutrin and it helped my mood and anxiety but gave me vertigo. :(
pos,"My Effexor has left me with the inability to cry. I was dry eyed watching ""Into the Wild"" and even one of those Sarah Mclachlan commercials"
pos,oh hello seroquel old friend I mi*passes out on bed*
pos,I knew one day enbrel would b the death of me
pos,Seroquel aka wake up at 2:30 and waste half your day sleeping.
pos,"I reckon I have drug-induced oedema causing musculo-skeletal pain. Likely drug combination: Rivaroxaban, Losartan, and Simvastatin."
pos,it's 6 am and still no sleep fuck you vyvanse
pos,20.12 day 15 rivaroxaban diary. Haven't yet taken today's tablet. Will when I eat. Still intense lower back pain from yesterday's tablet.
pos,Having a serious quetiapine haze this morning...
pos,"@AshleyLVivian if #Avelox has HURT YOUR Liver, AVOID Tylenol ALWAYS, as it further damages LIVER, eat Grapefruit unless taking Cardiac drugs"
pos,"@mikedelic if this is a real question, withdrawal from an antidepressant named Effexor was worse than cocaine withdrawal"
pos,Humira + thioguanine + preds = me have no immune lol.. Thankgod i on anti biotics for a bit... Then preds drop off #crohns
pos,"@charlienicola85 someones said can happen while fighting infection which is quite possible,nearly finished some cipro&bringing up foul gunk!"
pos,@JKIronSTAR i had panic and aniexty orders a few years ago before i took paxil but i never freaked out on ppl and cried hysterically
pos,"@fibrofighter08 Venlafaxine gave me horrendous nightmares, & coming of it was horrific.!"
pos,"Oh hey. Much like other anti-convulsants, Lamictal dehydrates you. So much is explained."
pos,"seroquel is causing more gaps in memory, I don't remember going to therapy and as usual no one has stepped up to claim thos memories >>"
pos,@Ana_3033 fluoxetine give me headaches and makes me yawn 24/7
pos,Well played tysabri...kicking butt #nosleep.
pos,LIFE ALERT LIFE ALERT I AM BURPING UP FLUOXETINE POWDER I THINK I MIGHT DIE
pos,"Too tired to function right now, thanks Humira. #naptime"
pos,"21.55 Rivaroxaban diary day 8. Aches easing, back pain easing. Swollen lower legs like fluid retention. I take 20mg. Furosemide every a.m."
pos,@thebookgirl985 Trazodone makes me HUNGRY. Prop my eyelids open with toothpicks and drive me to a buffet?
pos,I couldn't remember if I took a vyvanse or not early so I took another one &now I'm spazzing out... bc obviously I took one already #adhd
pos,Levaquin sucks. Blinding headaches. Vomiting. Diarrhea. Time for my next dose. Happy weekend. #tmi #FML
pos,"When I had my infected K stone, hospital put me on Cipro - a synthetic antibiotic. I ""smelled"" a pungent solvent odor, I smell it now. Why?"
pos,@redbuttongirl I know. I just realised with everything else - I haven't taken the sodding quetiapine yet!! Wondered why I wasn't drowsy DOH!
pos,great.. I have hives up and down my legs from this gosh dang trazodone
pos,"@CaroleWhelan I find the baclofen worse, it has left me in a tired/sleepy fog all day - the codeine I can (mostly) deal with."
pos,"@OisEucalypt I was on muscle relaxant Baclofen for two weeks, then 2 months trying to rid myself of it. 11 days in without and no sleep. :/"
pos,My mind races when I'm on a vyvanse
pos,ciprofloxacin: how do you expect to sleep when your stomach is a cement mixer?
pos,Zoloft was just as bad as Effexor. It made me more depressed and more suicidal. I don't want it.
pos,Effexor XR side effects : - sucidal thoughts - insomnia - feeling high & unresponsible. -Dry mouth.
pos,"You know starting with geodon, the meds messed up my attitude. How odd. It's not just about spirituality. I became a bit mean. That got"
pos,@liver_bird_87 @MizTinkerbella when I was on cymbalta and visanne I could not orgasm at all!!!
pos,I think that Vyvanse is making me grind my teeth...
pos,"personally I prefer staying up until I get hallucinations, to taking seroquel to get to sleep, but only because it's more fun for me"
pos,"@MerePrototype Probably the combination with my fluoxetine. But I can't move that to night time, it makes me have bad dreams."
pos,Paxil withdrawal is nasty. Do not like.
pos,No pain is worse than Humira. Not even arthritis. Lmfao.
pos,Holy shit balls pristiq withdrawals are very strong!
pos,My choice was more #surgery on 6-ft small bowel or #Biologics like #Humira. Now #chemo is my only hope 2 treat #lung side effect. #Crohns
pos,I'm void of nicotine and my moods are void of stability.
pos,Do you know how badly I want a cigarette right now? But no. I manfully suffer through nicotine withdrawal—all for you #sacrifice
pos,do i come off my medication or do i just continue to be a prozac zombie
pos,Hey guys don't forget to refill your Paxil for like six days because the withdrawal is like heroin. Literally.
pos,"@MVRCIVL VYVANSE GOT ME UP LIKE ZOMBIES.. XAN'S PUT ME DOWN, THEM BITCHES CALL ME ROMNEY.. THE WAY I STEADY CLOWN #txfreestyle #barrdout"
pos,"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : Lol lets make the bitch cry at this... a fucking swiffer commercial."
pos,Going off Paxil CR cold turkey is something you should never ever do if you value your brain cells.
pos,Anyone taking lamotrigine suffer with headaches weeks after starting the med?
pos,(cont'd) My pdoc altered the dosage of @Fluoxetine to 30mg. That's the only alteration. Because I complained about the extreme fatigue. :-(
pos,"Things which are the Spawn of Satin: mosquitoes, bananas, Facebook, Paxil withdrawal symptoms. #BewareOfSatin"
pos,@TheOnlyWayIsGay Fluoxetine. Killed my libido stone dead.
